Fecha,Producto,Categoría,Cantidad,Precio Unitario,Vendedor,Promoción,Hora,EsFinDeSemana,EsFestivo,NombreFestivo
2025-09-02,Cargador,Accesorios,5,46.97,Carlos,Sí,18,0,0,
2023-07-27,Mouse,Accesorios,3,74.88,Jorge,No,16,0,0,
2023-08-31,Audífonos,Accesorios,3,38.42,Pedro,No,15,0,0,
2024-02-12,Disco SSD,Componentes,2,76.7,Jorge,Sí,12,0,0,
2025-07-11,Laptop,Electrónica,4,1330.2,Jorge,Sí,18,0,0,
2022-03-20,Mouse,Accesorios,6,50.95,Pedro,No,8,1,0,
2023-01-31,Audífonos,Accesorios,3,125.23,Jorge,No,18,0,0,
2022-12-22,Disco SSD,Componentes,8,184.44,Pedro,No,17,0,0,
2024-02-07,Tablet,Electrónica,4,413.22,María,No,13,0,0,
2022-09-15,Laptop,Electrónica,5,1412.83,Carlos,Sí,13,0,0,
2023-06-20,Teclado,Accesorios,1,138.9,María,No,16,0,0,
2024-12-30,Monitor,Electrónica,3,597.66,Pedro,No,8,0,0,
2025-02-27,Disco SSD,Componentes,5,186.36,Luisa,No,18,0,0,
2025-02-16,Teclado,Accesorios,7,86.61,María,No,18,1,0,
2023-10-30,Laptop,Electrónica,3,1443.26,Luisa,Sí,12,0,0,
2023-01-30,Cargador,Accesorios,3,54.76,Jorge,Sí,18,0,0,
2024-11-11,Laptop,Electrónica,2,1002.88,Pedro,No,18,0,0,
2023-06-13,Cargador,Accesorios,3,52.46,María,No,13,0,0,
2022-09-17,Mouse,Accesorios,7,58.17,María,Sí,18,1,0,
2022-12-11,Cargador,Accesorios,10,37.72,Pedro,No,16,1,0,
2022-11-08,Monitor,Electrónica,6,495.31,Pedro,Sí,18,0,0,
2024-08-05,Tablet,Electrónica,4,1126.59,Luisa,Sí,18,0,0,
2023-05-13,Teclado,Accesorios,5,122.16,Luisa,No,16,1,0,
2022-06-28,Cargador,Accesorios,3,28.45,Jorge,No,15,0,0,
2023-09-18,Tablet,Electrónica,5,320.49,Ana,Sí,13,0,0,
2022-04-20,Audífonos,Accesorios,2,49.73,Carlos,Sí,16,0,0,
2023-11-10,Monitor,Electrónica,5,266.84,María,No,10,0,0,
2023-01-20,Tablet,Electrónica,4,683.38,Ana,Sí,15,0,0,
2023-01-06,Monitor,Electrónica,3,449.11,Jorge,No,19,0,0,
2023-07-24,Disco SSD,Componentes,2,114.41,María,No,11,0,0,
2025-08-03,Monitor,Electrónica,5,411.82,Pedro,No,12,1,0,
2022-04-04,Cargador,Accesorios,1,44.24,Jorge,Sí,18,0,0,
2022-10-14,Monitor,Electrónica,5,460.05,Luisa,Sí,10,0,0,
2024-11-24,Monitor,Electrónica,11,576.37,Jorge,Sí,17,1,0,
2023-02-18,Cargador,Accesorios,3,39.24,Luisa,No,14,1,0,
2023-10-27,Mouse,Accesorios,1,17.75,Luisa,Sí,19,0,0,
2023-07-20,Audífonos,Accesorios,2,199.1,Pedro,Sí,19,0,0,
2025-01-22,Audífonos,Accesorios,2,255.82,Ana,Sí,10,0,0,
2022-10-13,Teclado,Accesorios,5,80.94,María,No,8,0,0,
2025-06-03,Audífonos,Accesorios,4,299.82,Carlos,No,17,0,0,
2024-09-24,Cargador,Accesorios,1,29.77,María,Sí,11,0,0,
2022-12-14,Disco SSD,Componentes,3,241.12,Carlos,Sí,18,0,0,
2023-06-28,Teclado,Accesorios,1,103.18,Ana,Sí,12,0,0,
2024-12-03,Disco SSD,Componentes,8,220.04,Pedro,No,17,0,0,
2022-09-02,Cargador,Accesorios,5,12.15,Ana,Sí,10,0,0,
2025-08-03,Teclado,Accesorios,5,140.06,Ana,Sí,20,1,0,
2025-03-03,Teclado,Accesorios,4,27.93,Luisa,Sí,15,0,0,
2024-08-21,Disco SSD,Componentes,1,326.07,Jorge,No,12,0,0,
2023-11-28,Audífonos,Accesorios,3,97.45,Pedro,No,12,0,0,
2024-12-15,Mouse,Accesorios,7,73.87,Luisa,No,15,1,0,
2023-10-01,Monitor,Electrónica,4,519.51,Ana,Sí,12,1,0,
2025-12-22,Disco SSD,Componentes,4,254.56,Pedro,No,15,0,0,
2025-08-01,Teclado,Accesorios,5,66.39,Jorge,Sí,13,0,0,
2023-09-02,Monitor,Electrónica,3,353.06,María,No,14,1,0,
2022-04-20,Tablet,Electrónica,3,1187.26,Carlos,No,9,0,0,
2025-03-16,Disco SSD,Componentes,7,70.34,María,No,12,1,0,
2023-04-24,Monitor,Electrónica,3,262.98,Ana,No,14,0,0,
2022-12-18,Monitor,Electrónica,8,529.82,María,No,17,1,0,
2022-11-15,Cargador,Accesorios,3,33.52,Luisa,No,16,0,0,
2025-07-03,Laptop,Electrónica,3,1338.01,María,No,17,0,0,
2023-06-16,Tablet,Electrónica,3,1170.27,Jorge,Sí,20,0,0,
2022-11-10,Audífonos,Accesorios,8,136.36,Ana,Sí,18,0,0,
2022-08-22,Monitor,Electrónica,5,438.16,Pedro,Sí,13,0,0,
2023-09-03,Tablet,Electrónica,5,373.35,Carlos,Sí,15,1,0,
2022-10-20,Audífonos,Accesorios,5,154.88,María,No,20,0,0,
2022-11-21,Cargador,Accesorios,5,47.91,Jorge,No,20,0,0,
2023-03-29,Laptop,Electrónica,5,1163.35,María,No,18,0,0,
2025-12-29,Tablet,Electrónica,4,318.53,Pedro,No,16,0,0,
2022-03-03,Mouse,Accesorios,5,39.41,Carlos,Sí,9,0,0,
2023-06-26,Laptop,Electrónica,5,762.22,Jorge,No,11,0,0,
2022-11-15,Laptop,Electrónica,2,1086.29,Ana,Sí,16,0,0,
2022-09-15,Monitor,Electrónica,3,440.99,Pedro,No,18,0,0,
2022-09-09,Teclado,Accesorios,2,65.66,Jorge,No,18,0,0,
2023-06-24,Tablet,Electrónica,6,387.66,María,Sí,18,1,0,
2024-03-23,Mouse,Accesorios,2,51.31,Pedro,Sí,20,1,0,
2024-06-26,Disco SSD,Componentes,5,117.6,Luisa,No,20,0,0,
2024-11-25,Audífonos,Accesorios,9,32.67,Luisa,Sí,18,0,1,Black Friday Simulado
2025-01-30,Disco SSD,Componentes,4,132.67,María,No,16,0,0,
2022-09-14,Cargador,Accesorios,5,28.06,Pedro,No,18,0,0,
2023-10-09,Laptop,Electrónica,4,1039.7,Luisa,Sí,17,0,0,
2023-04-04,Tablet,Electrónica,2,779.57,Ana,No,19,0,0,
2022-05-25,Teclado,Accesorios,4,108.98,Pedro,No,18,0,0,
2022-04-08,Tablet,Electrónica,2,415.52,Pedro,Sí,12,0,0,
2025-12-20,Tablet,Electrónica,7,751.62,Luisa,Sí,19,1,0,
2024-05-30,Tablet,Electrónica,3,804.2,Luisa,Sí,18,0,0,
2025-06-29,Teclado,Accesorios,7,97.83,Luisa,Sí,14,1,0,
2022-10-10,Cargador,Accesorios,1,31.57,Carlos,No,18,0,0,
2023-07-06,Teclado,Accesorios,5,80.67,María,No,10,0,0,
2025-03-22,Mouse,Accesorios,6,22.41,Pedro,Sí,16,1,0,
2024-12-31,Cargador,Accesorios,2,43.65,Jorge,Sí,20,0,0,
2023-10-05,Disco SSD,Componentes,1,195.79,María,Sí,18,0,0,
2024-03-30,Tablet,Electrónica,3,941.73,Jorge,No,13,1,0,
2022-10-29,Laptop,Electrónica,2,1654.37,Pedro,No,18,1,0,
2022-07-20,Cargador,Accesorios,4,18.91,Luisa,No,19,0,0,
2024-01-12,Disco SSD,Componentes,1,46.94,Ana,Sí,9,0,0,
2023-12-31,Cargador,Accesorios,8,44.38,Carlos,Sí,19,1,0,
2022-12-30,Tablet,Electrónica,4,772.88,Ana,Sí,18,0,0,
2023-10-14,Mouse,Accesorios,2,25.65,Pedro,No,19,1,0,
2022-12-19,Laptop,Electrónica,9,1760.27,Ana,Sí,8,0,0,
2024-12-19,Tablet,Electrónica,4,415.01,Ana,Sí,13,0,0,
2024-03-10,Tablet,Electrónica,6,780.98,Jorge,Sí,20,1,0,
2022-04-13,Disco SSD,Componentes,3,248.27,Pedro,No,13,0,0,
2025-11-15,Cargador,Accesorios,9,34.04,Jorge,Sí,18,1,0,
2025-09-04,Teclado,Accesorios,3,26.37,Ana,No,10,0,0,
2022-09-18,Tablet,Electrónica,5,623.01,Jorge,No,17,1,0,
2024-01-19,Monitor,Electrónica,4,541.7,Luisa,No,17,0,0,
2022-11-04,Teclado,Accesorios,6,20.33,Pedro,Sí,18,0,0,
2023-03-08,Laptop,Electrónica,3,1074.0,Ana,No,14,0,0,
2024-09-09,Teclado,Accesorios,1,72.41,Pedro,No,15,0,0,
2022-07-06,Audífonos,Accesorios,4,40.85,María,No,12,0,0,
2024-08-05,Tablet,Electrónica,4,651.75,Jorge,No,17,0,0,
2022-12-21,Mouse,Accesorios,8,12.47,Pedro,Sí,15,0,0,
2023-09-10,Cargador,Accesorios,5,26.42,Luisa,No,14,1,0,
2025-07-06,Tablet,Electrónica,4,292.62,Ana,No,13,1,0,
2022-05-01,Disco SSD,Componentes,8,65.67,Carlos,No,16,1,0,
2023-02-03,Monitor,Electrónica,4,578.58,Luisa,Sí,19,0,0,
2023-06-04,Disco SSD,Componentes,7,310.79,Carlos,Sí,17,1,0,
2025-08-24,Disco SSD,Componentes,5,153.4,María,No,18,1,0,
2023-12-22,Tablet,Electrónica,6,722.29,Carlos,No,20,0,0,
2022-04-10,Audífonos,Accesorios,4,259.33,María,Sí,17,1,0,
2022-02-21,Audífonos,Accesorios,4,118.81,Ana,No,16,0,0,
2025-07-25,Tablet,Electrónica,4,513.11,Ana,No,14,0,0,
2022-05-24,Teclado,Accesorios,5,143.46,Carlos,No,16,0,0,
2024-10-02,Cargador,Accesorios,3,37.84,María,No,16,0,0,
2025-06-17,Cargador,Accesorios,5,29.81,María,Sí,18,0,0,
2023-06-15,Teclado,Accesorios,4,55.49,Jorge,No,12,0,0,
2024-07-17,Mouse,Accesorios,3,32.64,Pedro,Sí,13,0,0,
2023-05-03,Cargador,Accesorios,5,22.34,Carlos,No,19,0,0,
2023-10-08,Teclado,Accesorios,6,52.34,Carlos,No,16,1,0,
2025-04-26,Mouse,Accesorios,4,54.31,Ana,No,16,1,0,
2023-03-15,Audífonos,Accesorios,2,211.86,Luisa,No,17,0,0,
2024-10-22,Audífonos,Accesorios,4,109.22,Carlos,Sí,9,0,0,
2022-10-27,Cargador,Accesorios,1,57.93,Carlos,No,20,0,0,
2022-11-06,Laptop,Electrónica,5,1566.51,Jorge,Sí,11,1,0,
2025-06-21,Laptop,Electrónica,5,1579.65,Carlos,Sí,18,1,0,
2025-12-22,Cargador,Accesorios,5,13.78,Carlos,No,20,0,0,
2023-04-14,Laptop,Electrónica,3,1363.38,María,No,18,0,0,
2023-06-06,Teclado,Accesorios,2,111.75,Ana,No,18,0,0,
2023-02-08,Audífonos,Accesorios,4,258.58,María,Sí,17,0,0,
2025-08-20,Teclado,Accesorios,1,63.61,Pedro,Sí,14,0,0,
2024-02-24,Laptop,Electrónica,3,959.84,Pedro,No,17,1,0,
2023-11-26,Mouse,Accesorios,4,69.39,Pedro,No,15,1,0,
2025-10-20,Laptop,Electrónica,3,843.53,Pedro,No,15,0,0,
2022-01-27,Audífonos,Accesorios,2,271.38,María,No,18,0,0,
2022-05-05,Tablet,Electrónica,4,1142.99,Ana,No,18,0,0,
2022-10-23,Cargador,Accesorios,6,17.21,Luisa,Sí,19,1,0,
2022-03-08,Laptop,Electrónica,5,853.2,Luisa,Sí,15,0,0,
2022-10-29,Audífonos,Accesorios,3,113.16,Pedro,No,17,1,0,
2025-07-18,Mouse,Accesorios,4,48.78,Carlos,Sí,13,0,0,
2022-10-22,Tablet,Electrónica,7,1157.6,Luisa,No,18,1,0,
2024-11-15,Laptop,Electrónica,5,931.54,Luisa,Sí,18,0,0,
2023-05-01,Cargador,Accesorios,5,33.83,María,Sí,20,0,0,
2022-09-27,Laptop,Electrónica,4,1611.17,Jorge,Sí,8,0,0,
2024-02-13,Mouse,Accesorios,2,60.02,Pedro,Sí,11,0,0,
2025-05-18,Laptop,Electrónica,8,1429.96,Ana,Sí,17,1,0,
2025-12-08,Mouse,Accesorios,6,60.58,Pedro,No,16,0,0,
2024-08-12,Laptop,Electrónica,2,1473.99,María,No,16,0,0,
2022-07-09,Monitor,Electrónica,6,599.35,María,No,16,1,0,
2025-09-18,Audífonos,Accesorios,2,108.01,Pedro,No,13,0,0,
2025-03-19,Tablet,Electrónica,4,1120.55,María,No,19,0,0,
2024-05-22,Tablet,Electrónica,1,324.55,María,No,11,0,0,
2024-01-30,Audífonos,Accesorios,2,254.95,Luisa,No,13,0,0,
2022-07-05,Audífonos,Accesorios,5,214.62,Pedro,No,12,0,0,
2023-05-26,Cargador,Accesorios,2,48.36,Pedro,No,14,0,0,
2023-02-26,Teclado,Accesorios,2,41.67,Jorge,No,16,1,0,
2025-04-01,Tablet,Electrónica,4,743.15,Luisa,No,15,0,0,
2023-08-25,Mouse,Accesorios,5,12.23,María,No,13,0,0,
2023-09-29,Cargador,Accesorios,1,45.57,María,No,18,0,0,
2025-10-10,Teclado,Accesorios,3,93.96,Luisa,No,8,0,0,
2022-06-18,Disco SSD,Componentes,4,241.59,Luisa,Sí,10,1,0,
2022-06-20,Teclado,Accesorios,5,33.7,Jorge,Sí,12,0,0,
2024-07-09,Disco SSD,Componentes,3,144.34,María,Sí,11,0,0,
2022-01-27,Teclado,Accesorios,3,94.86,Carlos,No,19,0,0,
2024-12-02,Disco SSD,Componentes,7,40.54,Luisa,Sí,9,0,0,
2024-09-01,Teclado,Accesorios,6,51.15,María,No,9,1,0,
2023-09-22,Laptop,Electrónica,4,1001.78,Carlos,No,18,0,0,
2022-03-14,Audífonos,Accesorios,2,86.72,Pedro,Sí,14,0,0,
2025-07-04,Audífonos,Accesorios,2,173.63,Pedro,Sí,17,0,1,Día Especial
2022-02-08,Laptop,Electrónica,3,1636.02,Jorge,Sí,12,0,0,
2024-07-11,Teclado,Accesorios,3,61.99,Jorge,No,12,0,0,
2025-02-25,Monitor,Electrónica,4,204.93,María,No,15,0,0,
2024-04-03,Audífonos,Accesorios,1,100.64,Carlos,No,12,0,0,
2022-06-12,Teclado,Accesorios,4,87.29,María,No,14,1,0,
2022-05-27,Monitor,Electrónica,1,245.53,María,Sí,17,0,0,
2025-04-16,Audífonos,Accesorios,4,64.5,Carlos,No,12,0,0,
2025-10-02,Teclado,Accesorios,2,55.22,María,No,20,0,0,
2023-12-19,Audífonos,Accesorios,3,175.28,Pedro,No,13,0,0,
2023-07-02,Laptop,Electrónica,6,1231.65,Luisa,Sí,14,1,0,
2024-11-15,Cargador,Accesorios,6,20.35,Carlos,Sí,20,0,0,
2023-03-16,Laptop,Electrónica,5,1693.88,Carlos,No,15,0,0,
2022-09-15,Cargador,Accesorios,2,15.12,Ana,No,18,0,0,
2023-10-12,Cargador,Accesorios,1,46.24,Pedro,No,19,0,0,
2025-07-21,Monitor,Electrónica,2,287.32,María,Sí,19,0,0,
2024-06-18,Monitor,Electrónica,3,344.12,Carlos,No,12,0,0,
2025-06-09,Mouse,Accesorios,2,38.69,Jorge,No,18,0,0,
2025-01-23,Disco SSD,Componentes,4,100.16,Ana,Sí,8,0,0,
2024-10-09,Audífonos,Accesorios,4,116.93,Ana,Sí,16,0,0,
2024-02-05,Laptop,Electrónica,3,912.04,María,Sí,12,0,0,
2023-12-25,Tablet,Electrónica,8,480.77,María,No,8,0,1,Navidad
2022-11-21,Laptop,Electrónica,7,793.75,Pedro,Sí,13,0,0,
2024-10-08,Cargador,Accesorios,4,47.67,Carlos,Sí,19,0,0,
2022-01-07,Mouse,Accesorios,5,40.33,Pedro,Sí,14,0,0,
2024-01-26,Cargador,Accesorios,1,22.53,Luisa,Sí,12,0,0,
2022-06-25,Mouse,Accesorios,6,17.31,Jorge,No,15,1,0,
2022-07-10,Monitor,Electrónica,5,407.19,Pedro,No,19,1,0,
2025-08-01,Monitor,Electrónica,2,490.11,María,No,19,0,0,
2022-01-07,Cargador,Accesorios,3,13.69,Ana,Sí,19,0,0,
2023-03-30,Cargador,Accesorios,4,58.5,María,No,19,0,0,
2023-06-04,Audífonos,Accesorios,8,109.86,Luisa,Sí,18,1,0,
2025-11-25,Laptop,Electrónica,5,949.28,María,Sí,9,0,1,Black Friday Simulado
2025-03-22,Teclado,Accesorios,5,38.6,Pedro,Sí,19,1,0,
2024-10-28,Laptop,Electrónica,1,858.16,Pedro,No,14,0,0,
2024-03-20,Disco SSD,Componentes,5,287.82,Luisa,Sí,13,0,0,
2022-07-11,Cargador,Accesorios,3,24.04,María,No,20,0,0,
2023-12-07,Laptop,Electrónica,5,1452.17,Ana,Sí,11,0,0,
2024-02-29,Disco SSD,Componentes,4,186.99,Ana,Sí,17,0,0,
2023-05-04,Disco SSD,Componentes,3,260.54,Jorge,Sí,12,0,0,
2024-03-04,Teclado,Accesorios,3,48.16,Carlos,Sí,17,0,0,
2023-03-04,Disco SSD,Componentes,8,100.91,Ana,No,10,1,0,
2023-07-12,Audífonos,Accesorios,5,82.12,María,Sí,13,0,0,
2023-02-09,Tablet,Electrónica,1,1048.06,Ana,Sí,13,0,0,
2025-11-01,Cargador,Accesorios,8,9.75,Pedro,Sí,13,1,0,
2023-07-15,Mouse,Accesorios,8,34.17,Jorge,No,17,1,0,
2024-07-29,Audífonos,Accesorios,3,144.07,Ana,Sí,9,0,0,
2022-12-27,Disco SSD,Componentes,3,191.34,Pedro,Sí,19,0,0,
2024-03-03,Cargador,Accesorios,7,20.33,Ana,Sí,14,1,0,
2022-12-27,Teclado,Accesorios,3,78.69,Ana,Sí,16,0,0,
2023-11-05,Audífonos,Accesorios,10,249.44,Luisa,Sí,20,1,0,
2024-11-11,Teclado,Accesorios,4,118.07,Luisa,No,14,0,0,
2023-07-04,Disco SSD,Componentes,1,50.6,María,Sí,20,0,1,Día Especial
2025-03-21,Mouse,Accesorios,5,25.68,Luisa,Sí,15,0,0,
2024-02-19,Cargador,Accesorios,1,30.82,Jorge,No,19,0,0,
2024-12-04,Cargador,Accesorios,2,49.68,María,Sí,13,0,0,
2025-10-01,Monitor,Electrónica,3,264.12,Carlos,No,18,0,0,
2024-05-26,Disco SSD,Componentes,8,192.66,Ana,No,15,1,0,
2022-02-15,Disco SSD,Componentes,4,304.86,Ana,No,13,0,0,
2023-04-10,Disco SSD,Componentes,4,202.14,Jorge,Sí,13,0,0,
2025-03-09,Tablet,Electrónica,7,1190.31,Pedro,Sí,17,1,0,
2025-07-05,Monitor,Electrónica,8,232.48,Luisa,Sí,13,1,0,
2022-04-21,Monitor,Electrónica,1,339.7,María,No,16,0,0,
2022-09-24,Audífonos,Accesorios,5,56.17,Ana,No,17,1,0,
2024-05-05,Tablet,Electrónica,2,363.06,Ana,No,19,1,0,
2024-10-14,Cargador,Accesorios,1,35.45,Pedro,Sí,16,0,0,
2023-08-09,Mouse,Accesorios,4,16.01,Carlos,No,19,0,0,
2024-04-26,Teclado,Accesorios,2,53.77,María,No,8,0,0,
2022-08-15,Monitor,Electrónica,5,515.08,Pedro,No,17,0,0,
2025-07-19,Teclado,Accesorios,4,134.17,Luisa,No,8,1,0,
2022-07-22,Disco SSD,Componentes,3,271.55,Pedro,No,12,0,0,
2022-06-18,Cargador,Accesorios,4,45.55,Carlos,No,16,1,0,
2022-11-21,Disco SSD,Componentes,6,150.67,María,Sí,20,0,0,
2024-08-10,Tablet,Electrónica,6,1138.65,Pedro,No,19,1,0,
2025-12-08,Tablet,Electrónica,5,1165.19,Jorge,Sí,9,0,0,
2022-09-02,Audífonos,Accesorios,4,96.19,María,Sí,15,0,0,
2022-06-02,Audífonos,Accesorios,1,205.06,Luisa,No,16,0,0,
2022-04-24,Disco SSD,Componentes,2,95.75,María,Sí,13,1,0,
2023-08-24,Mouse,Accesorios,3,28.45,Ana,No,9,0,0,
2023-07-01,Audífonos,Accesorios,6,32.92,Pedro,No,12,1,0,
2025-12-25,Monitor,Electrónica,5,281.79,Pedro,No,18,0,1,Navidad
2022-10-22,Teclado,Accesorios,4,130.63,Luisa,Sí,11,1,0,
2025-12-11,Tablet,Electrónica,8,797.28,Ana,Sí,9,0,0,
2023-12-22,Disco SSD,Componentes,6,201.67,Luisa,No,13,0,0,
2023-01-21,Laptop,Electrónica,5,734.48,María,No,10,1,0,
2024-07-25,Disco SSD,Componentes,2,189.07,María,Sí,12,0,0,
2023-10-28,Disco SSD,Componentes,8,308.27,María,Sí,9,1,0,
2024-07-11,Teclado,Accesorios,1,98.99,Ana,No,14,0,0,
2025-06-29,Teclado,Accesorios,3,90.99,Luisa,No,19,1,0,
2025-06-19,Cargador,Accesorios,3,45.15,María,No,18,0,0,
2023-11-29,Teclado,Accesorios,6,77.86,Luisa,Sí,12,0,0,
2022-10-16,Monitor,Electrónica,3,480.46,Jorge,Sí,20,1,0,
2024-10-18,Teclado,Accesorios,4,62.84,Luisa,No,13,0,0,
2024-05-24,Teclado,Accesorios,2,93.45,Pedro,No,16,0,0,
2024-11-07,Mouse,Accesorios,5,43.12,Jorge,Sí,17,0,0,
2022-12-14,Mouse,Accesorios,7,47.36,María,Sí,10,0,0,
2022-04-07,Disco SSD,Componentes,4,63.34,Ana,Sí,18,0,0,
2025-04-13,Monitor,Electrónica,7,567.39,Jorge,No,10,1,0,
2024-01-18,Monitor,Electrónica,3,507.89,Ana,No,19,0,0,
2022-04-06,Teclado,Accesorios,5,118.76,Carlos,Sí,17,0,0,
2022-01-06,Monitor,Electrónica,3,556.11,María,No,12,0,0,
2023-07-20,Audífonos,Accesorios,2,169.51,Pedro,Sí,15,0,0,
2022-03-27,Mouse,Accesorios,2,64.11,Carlos,No,15,1,0,
2022-07-06,Mouse,Accesorios,5,19.75,María,No,12,0,0,
2025-03-07,Mouse,Accesorios,5,76.22,Pedro,No,20,0,0,
2023-06-30,Audífonos,Accesorios,3,33.39,Jorge,Sí,10,0,0,
2025-09-01,Teclado,Accesorios,2,38.27,María,Sí,20,0,0,
2023-11-04,Teclado,Accesorios,9,149.5,Jorge,No,17,1,0,
2024-01-23,Cargador,Accesorios,1,42.43,Jorge,Sí,15,0,0,
2023-11-26,Audífonos,Accesorios,4,229.78,Ana,Sí,17,1,0,
2025-02-05,Cargador,Accesorios,4,35.43,Pedro,Sí,10,0,0,
2023-08-29,Disco SSD,Componentes,5,139.82,Jorge,No,19,0,0,
2024-03-26,Monitor,Electrónica,5,383.19,Ana,No,13,0,0,
2023-01-29,Laptop,Electrónica,6,977.12,Carlos,No,10,1,0,
2024-04-25,Mouse,Accesorios,2,33.32,Luisa,Sí,19,0,0,
2024-08-17,Tablet,Electrónica,4,301.26,Carlos,Sí,18,1,0,
2022-10-16,Cargador,Accesorios,2,10.42,Luisa,No,12,1,0,
2024-11-03,Audífonos,Accesorios,7,34.89,Ana,Sí,13,1,0,
2022-04-12,Laptop,Electrónica,3,961.37,Jorge,No,19,0,0,
2025-01-18,Monitor,Electrónica,4,344.21,María,Sí,19,1,0,
2023-04-24,Monitor,Electrónica,2,549.91,María,No,18,0,0,
2025-03-23,Monitor,Electrónica,3,172.5,Jorge,No,14,1,0,
2022-05-30,Teclado,Accesorios,2,129.74,Luisa,No,9,0,0,
2022-11-28,Disco SSD,Componentes,4,300.11,Ana,Sí,19,0,0,
2024-03-06,Tablet,Electrónica,5,401.66,Ana,No,17,0,0,
2025-04-04,Teclado,Accesorios,4,73.66,Pedro,No,12,0,0,
2022-05-29,Monitor,Electrónica,6,430.11,Luisa,Sí,13,1,0,
2023-04-21,Monitor,Electrónica,5,554.13,Pedro,Sí,16,0,0,
2023-12-25,Audífonos,Accesorios,7,215.44,María,No,9,0,1,Navidad
2025-04-02,Laptop,Electrónica,4,1166.3,Ana,No,12,0,0,
2025-10-17,Laptop,Electrónica,2,919.99,Luisa,Sí,11,0,0,
2024-12-13,Tablet,Electrónica,6,274.56,Carlos,Sí,18,0,0,
2024-06-12,Teclado,Accesorios,3,111.44,Carlos,Sí,12,0,0,
2025-11-01,Monitor,Electrónica,8,314.59,Jorge,Sí,19,1,0,
2025-03-11,Mouse,Accesorios,4,29.09,María,No,12,0,0,
2023-03-02,Teclado,Accesorios,5,88.25,Pedro,No,11,0,0,
2022-02-28,Mouse,Accesorios,5,14.32,Carlos,No,15,0,0,
2024-11-09,Disco SSD,Componentes,10,50.43,Carlos,Sí,15,1,0,
2025-03-01,Laptop,Electrónica,8,1178.07,Jorge,No,16,1,0,
2024-05-22,Mouse,Accesorios,3,20.7,María,Sí,15,0,0,
2024-02-12,Disco SSD,Componentes,3,254.09,Pedro,No,20,0,0,
2024-10-03,Teclado,Accesorios,3,30.45,María,No,17,0,0,
2022-01-21,Audífonos,Accesorios,2,174.87,Luisa,No,10,0,0,
2024-09-23,Disco SSD,Componentes,1,59.53,Jorge,No,19,0,0,
2023-01-08,Teclado,Accesorios,6,114.03,Jorge,No,14,1,0,
2022-02-11,Cargador,Accesorios,4,16.01,Jorge,Sí,15,0,0,
2025-11-30,Cargador,Accesorios,8,32.45,Jorge,Sí,10,1,0,
2025-11-06,Tablet,Electrónica,2,317.03,Pedro,No,17,0,0,
2025-05-11,Laptop,Electrónica,5,1465.57,Luisa,Sí,18,1,0,
2023-06-12,Audífonos,Accesorios,3,263.84,María,No,15,0,0,
2024-06-10,Monitor,Electrónica,1,331.04,Jorge,No,15,0,0,
2022-09-18,Audífonos,Accesorios,5,121.56,Pedro,No,19,1,0,
2025-06-15,Laptop,Electrónica,5,1458.11,Pedro,Sí,17,1,0,
2023-12-03,Teclado,Accesorios,8,122.12,Pedro,Sí,11,1,0,
2022-07-02,Disco SSD,Componentes,7,81.34,Pedro,No,18,1,0,
2023-12-24,Tablet,Electrónica,7,642.43,Jorge,Sí,10,1,1,Noche Buena
2025-12-05,Laptop,Electrónica,3,1115.99,Pedro,No,18,0,0,
2022-04-30,Monitor,Electrónica,4,345.13,Jorge,Sí,12,1,0,
2023-07-10,Monitor,Electrónica,3,529.13,Ana,No,13,0,0,
2025-09-06,Teclado,Accesorios,6,126.85,Carlos,No,14,1,0,
2025-08-28,Monitor,Electrónica,1,209.16,Jorge,No,14,0,0,
2023-03-19,Mouse,Accesorios,3,49.44,Luisa,Sí,12,1,0,
2023-08-15,Cargador,Accesorios,3,16.59,Jorge,No,18,0,0,
2023-06-20,Monitor,Electrónica,5,527.22,Pedro,Sí,18,0,0,
2024-11-15,Tablet,Electrónica,2,916.9,Luisa,No,12,0,0,
2025-12-12,Cargador,Accesorios,4,11.98,María,Sí,18,0,0,
2023-07-10,Laptop,Electrónica,4,1445.87,Jorge,No,18,0,0,
2024-01-21,Disco SSD,Componentes,4,51.4,Carlos,Sí,18,1,0,
2024-07-15,Mouse,Accesorios,5,30.31,Jorge,No,11,0,0,
2024-06-11,Teclado,Accesorios,3,107.52,Luisa,Sí,19,0,0,
2025-02-10,Monitor,Electrónica,5,572.61,Pedro,Sí,11,0,0,
2024-12-02,Laptop,Electrónica,5,977.03,María,No,14,0,0,
2022-04-10,Audífonos,Accesorios,7,283.57,María,No,16,1,0,
2025-02-27,Disco SSD,Componentes,1,335.15,Ana,Sí,19,0,0,
2023-12-21,Cargador,Accesorios,9,46.39,Pedro,No,18,0,0,
2023-11-21,Cargador,Accesorios,4,37.8,Carlos,No,15,0,0,
2022-08-02,Audífonos,Accesorios,1,163.5,Ana,No,11,0,0,
2023-06-06,Disco SSD,Componentes,1,346.13,María,Sí,10,0,0,
2025-04-05,Tablet,Electrónica,6,522.04,Jorge,No,16,1,0,
2025-01-19,Disco SSD,Componentes,6,166.94,Luisa,No,13,1,0,
2025-07-05,Laptop,Electrónica,5,1204.55,Jorge,Sí,17,1,0,
2023-02-15,Disco SSD,Componentes,5,291.24,María,Sí,15,0,0,
2025-11-28,Tablet,Electrónica,9,347.27,Luisa,Sí,13,0,0,
