"tarjeta"|"monto"|"comercio"|"fecha"|"tipo"
69|1197.01|"Ropa"|2020-01-18|"transaccion"
26|910.88|"Supermercados"|2020-01-30|"transaccion"
18|954.97|"Restaurantes"|2020-05-12|"transaccion"
25|446.34|"Gasolineras"|2020-01-27|"transaccion"
66|1071.57|"Restaurantes"|2020-05-29|"transaccion"
79|991.43|"Restaurantes"|2020-05-31|"transaccion"
12|2058.95|"Restaurantes"|2020-04-08|"transaccion"
96|870.62|"Tiendas por Departamento"|2020-01-23|"transaccion"
29|2536.49|"Supermercados"|2020-01-01|"transaccion"
25|1717.04|"Tiendas por Departamento"|2020-02-19|"transaccion"
71|636.52|"Abarroterias"|2020-02-03|"transaccion"
84|1314.27|"Electronicos"|2020-06-27|"transaccion"
100|1827.59|"Gasolineras"|2020-05-28|"transaccion"
27|1542.13|"Ropa"|2020-05-03|"transaccion"
82|2428.95|"Abarroterias"|2020-02-26|"transaccion"
62|2074.69|"Restaurantes"|2020-04-06|"transaccion"
80|2225.88|"Tiendas por Departamento"|2020-05-27|"transaccion"
25|1419.26|"Comercio General"|2020-03-23|"transaccion"
52|1106.24|"Supermercados"|2020-02-24|"transaccion"
31|1597.09|"Restaurantes"|2020-02-03|"transaccion"
69|1041.05|"Supermercados"|2020-04-05|"transaccion"
20|1080.03|"Supermercados"|2020-06-29|"transaccion"
27|2202.28|"Restaurantes"|2020-01-20|"transaccion"
12|779.38|"Supermercados"|2020-06-02|"transaccion"
31|1716.46|"Farmacias"|2020-02-02|"transaccion"
56|2107.69|"Restaurantes"|2020-02-22|"transaccion"
49|1500.97|"Supermercados"|2020-04-27|"transaccion"
41|1094.97|"Tiendas por Departamento"|2020-04-26|"transaccion"
63|2376.09|"Supermercados"|2020-03-18|"transaccion"
60|1163.57|"Comercio General"|2020-06-09|"transaccion"
10|1052.18|"Restaurantes"|2020-04-02|"transaccion"
64|775.44|"Comercio General"|2020-01-14|"transaccion"
18|1670.92|"Electronicos"|2020-05-18|"transaccion"
10|1146.04|"Gasolineras"|2020-03-31|"transaccion"
1|1710.63|"Supermercados"|2020-03-12|"transaccion"
24|1441.64|"Supermercados"|2020-03-13|"transaccion"
9|1592.98|"Electronicos"|2020-01-31|"transaccion"
68|1478.71|"Gasolineras"|2020-05-08|"transaccion"
16|1658.43|"Abarroterias"|2020-05-31|"transaccion"
60|882.26|"Supermercados"|2020-06-06|"transaccion"
95|1421.32|"Abarroterias"|2020-01-05|"transaccion"
14|1753.73|"Gasolineras"|2020-05-17|"transaccion"
25|1776.92|"Supermercados"|2020-02-22|"transaccion"
11|1636.78|"Restaurantes"|2020-02-07|"transaccion"
23|2401.19|"Restaurantes"|2020-04-05|"transaccion"
88|2509.25|"Ropa"|2020-02-28|"transaccion"
3|1590.8|"Farmacias"|2020-04-10|"transaccion"
80|1559.32|"Supermercados"|2020-01-31|"transaccion"
50|907.28|"Farmacias"|2020-04-04|"transaccion"
84|1962.62|"Supermercados"|2020-01-06|"transaccion"
88|1995.04|"Ropa"|2020-03-09|"transaccion"
94|1711.85|"Abarroterias"|2020-02-21|"transaccion"
61|467.95|"Gasolineras"|2020-05-25|"transaccion"
2|1619.7|"Supermercados"|2020-04-17|"transaccion"
86|2400.65|"Supermercados"|2020-03-09|"transaccion"
94|1668.01|"Abarroterias"|2020-05-07|"transaccion"
6|795.82|"Restaurantes"|2020-03-08|"transaccion"
7|2469.68|"Electronicos"|2020-01-18|"transaccion"
63|1259.78|"Restaurantes"|2020-04-14|"transaccion"
48|1636.12|"Gasolineras"|2020-05-12|"transaccion"
23|1535.51|"Gasolineras"|2020-04-08|"transaccion"
75|1338.62|"Supermercados"|2020-02-03|"transaccion"
70|1096.18|"Gasolineras"|2020-06-08|"transaccion"
16|2353.21|"Supermercados"|2020-01-11|"transaccion"
72|1561.77|"Restaurantes"|2020-01-10|"transaccion"
11|924.13|"Comercio General"|2020-06-27|"transaccion"
60|1274.05|"Supermercados"|2020-04-09|"transaccion"
58|1950.35|"Restaurantes"|2020-04-13|"transaccion"
36|2529.74|"Supermercados"|2020-01-11|"transaccion"
53|2370.55|"Supermercados"|2020-02-06|"transaccion"
86|1793.39|"Supermercados"|2020-03-24|"transaccion"
84|2181.91|"Restaurantes"|2020-06-03|"transaccion"
66|1532.9|"Abarroterias"|2020-01-23|"transaccion"
26|1810.44|"Supermercados"|2020-03-24|"transaccion"
100|1812.66|"Supermercados"|2020-06-22|"transaccion"
26|883.65|"Farmacias"|2020-06-24|"transaccion"
61|1817.61|"Restaurantes"|2020-04-21|"transaccion"
100|1272.17|"Gasolineras"|2020-02-19|"transaccion"
78|1729.21|"Restaurantes"|2020-06-17|"transaccion"
28|1395.76|"Tiendas por Departamento"|2020-04-12|"transaccion"
43|932.74|"Supermercados"|2020-03-08|"transaccion"
62|2378.08|"Supermercados"|2020-01-20|"transaccion"
50|2317.63|"Restaurantes"|2020-04-23|"transaccion"
96|1763.29|"Restaurantes"|2020-02-15|"transaccion"
78|1858.32|"Restaurantes"|2020-01-03|"transaccion"
23|1948.68|"Supermercados"|2020-02-21|"transaccion"
21|2364.9|"Gasolineras"|2020-02-13|"transaccion"
42|591.09|"Restaurantes"|2020-02-29|"transaccion"
71|1995.7|"Comercio General"|2020-05-12|"transaccion"
56|1804.53|"Gasolineras"|2020-06-10|"transaccion"
69|1734.34|"Ropa"|2020-03-24|"transaccion"
80|442.2|"Restaurantes"|2020-02-07|"transaccion"
4|769.51|"Abarroterias"|2020-02-11|"transaccion"
44|2137.17|"Restaurantes"|2020-01-05|"transaccion"
78|2650.1|"Supermercados"|2020-02-07|"transaccion"
42|1550.78|"Supermercados"|2020-05-22|"transaccion"
72|521.87|"Ropa"|2020-05-16|"transaccion"
95|2441.95|"Supermercados"|2020-02-24|"transaccion"
2|214.18|"Farmacias"|2020-05-14|"transaccion"
24|1838.08|"Abarroterias"|2020-01-09|"transaccion"
69|2053.41|"Restaurantes"|2020-03-25|"transaccion"
12|1762.17|"Ropa"|2020-05-01|"transaccion"
42|2213.81|"Supermercados"|2020-05-03|"transaccion"
18|952.83|"Supermercados"|2020-04-03|"transaccion"
51|2162.06|"Gasolineras"|2020-01-27|"transaccion"
67|707.85|"Supermercados"|2020-04-23|"transaccion"
100|1547.45|"Restaurantes"|2020-04-26|"transaccion"
45|932.57|"Comercio General"|2020-01-11|"transaccion"
89|1506.13|"Tiendas por Departamento"|2020-03-10|"transaccion"
83|1199.62|"Supermercados"|2020-06-15|"transaccion"
36|1086.19|"Restaurantes"|2020-05-07|"transaccion"
17|1504.44|"Abarroterias"|2020-06-30|"transaccion"
3|409.76|"Tiendas por Departamento"|2020-06-24|"transaccion"
89|2282.45|"Supermercados"|2020-02-28|"transaccion"
96|1536.03|"Supermercados"|2020-03-05|"transaccion"
76|1320.37|"Supermercados"|2020-03-25|"transaccion"
8|1365.12|"Tiendas por Departamento"|2020-02-24|"transaccion"
88|1371.44|"Restaurantes"|2020-03-30|"transaccion"
73|2124.82|"Comercio General"|2020-03-26|"transaccion"
49|1317.08|"Comercio General"|2020-02-17|"transaccion"
78|1585.09|"Restaurantes"|2020-04-16|"transaccion"
7|746.54|"Farmacias"|2020-03-31|"transaccion"
3|1072.33|"Gasolineras"|2020-01-04|"transaccion"
15|1475.15|"Farmacias"|2020-06-23|"transaccion"
84|1742.43|"Restaurantes"|2020-01-22|"transaccion"
74|603.77|"Electronicos"|2020-04-08|"transaccion"
23|1190.93|"Ropa"|2020-06-05|"transaccion"
27|1462.43|"Supermercados"|2020-03-18|"transaccion"
31|2117.52|"Supermercados"|2020-05-15|"transaccion"
79|1086.82|"Supermercados"|2020-03-03|"transaccion"
7|2144.25|"Restaurantes"|2020-04-25|"transaccion"
68|1667.1|"Electronicos"|2020-05-23|"transaccion"
96|1548.34|"Supermercados"|2020-03-22|"transaccion"
30|1806.39|"Ropa"|2020-01-23|"transaccion"
97|2280.7|"Tiendas por Departamento"|2020-03-20|"transaccion"
19|1103.2|"Supermercados"|2020-02-24|"transaccion"
4|1804.55|"Abarroterias"|2020-02-03|"transaccion"
47|1669.98|"Comercio General"|2020-02-20|"transaccion"
7|513.73|"Restaurantes"|2020-06-22|"transaccion"
28|1232.65|"Abarroterias"|2020-03-01|"transaccion"
78|1757.34|"Supermercados"|2020-03-05|"transaccion"
52|1627.62|"Gasolineras"|2020-01-28|"transaccion"
58|1705.36|"Ropa"|2020-01-12|"transaccion"
79|483.51|"Gasolineras"|2020-01-25|"transaccion"
78|873.55|"Supermercados"|2020-01-08|"transaccion"
91|2026.04|"Farmacias"|2020-03-02|"transaccion"
95|1982.56|"Supermercados"|2020-01-01|"transaccion"
47|1867.21|"Gasolineras"|2020-05-14|"transaccion"
46|1101.76|"Restaurantes"|2020-01-11|"transaccion"
65|480.52|"Supermercados"|2020-03-01|"transaccion"
57|1164.08|"Supermercados"|2020-06-27|"transaccion"
22|889.52|"Supermercados"|2020-06-04|"transaccion"
63|0|"Supermercados"|2020-04-20|"reconciliacion"
42|205.84|"Supermercados"|2020-03-22|"transaccion"
92|1476.94|"Comercio General"|2020-01-09|"transaccion"
38|293.65|"Restaurantes"|2020-05-18|"transaccion"
16|730.05|"Tiendas por Departamento"|2020-03-04|"transaccion"
91|1226.23|"Supermercados"|2020-06-19|"transaccion"
24|1363.06|"Supermercados"|2020-06-16|"transaccion"
33|2958.51|"Supermercados"|2020-06-06|"transaccion"
99|456.04|"Tiendas por Departamento"|2020-04-01|"transaccion"
42|974.99|"Restaurantes"|2020-06-03|"transaccion"
11|545.66|"Comercio General"|2020-04-11|"transaccion"
58|1273.7|"Supermercados"|2020-05-22|"transaccion"
72|1295.54|"Tiendas por Departamento"|2020-01-17|"transaccion"
76|1541.25|"Farmacias"|2020-03-09|"transaccion"
55|2198.88|"Farmacias"|2020-02-12|"transaccion"
96|1548.16|"Abarroterias"|2020-04-02|"transaccion"
20|1432.4|"Abarroterias"|2020-04-08|"transaccion"
23|893.02|"Comercio General"|2020-04-01|"transaccion"
57|1403.44|"Restaurantes"|2020-03-05|"transaccion"
83|2280.55|"Comercio General"|2020-05-28|"transaccion"
100|2210.78|"Supermercados"|2020-01-24|"transaccion"
3|1519.57|"Restaurantes"|2020-06-05|"transaccion"
21|1589.2|"Gasolineras"|2020-06-08|"transaccion"
32|1182.05|"Farmacias"|2020-02-27|"transaccion"
71|809.77|"Restaurantes"|2020-05-01|"transaccion"
9|943.11|"Restaurantes"|2020-01-25|"transaccion"
51|969.41|"Supermercados"|2020-05-30|"transaccion"
1|1748.2|"Ropa"|2020-01-08|"transaccion"
8|1685.25|"Electronicos"|2020-05-15|"transaccion"
80|1188.28|"Restaurantes"|2020-01-26|"transaccion"
1|717.61|"Tiendas por Departamento"|2020-03-01|"transaccion"
68|2440.71|"Abarroterias"|2020-02-05|"transaccion"
64|1358.15|"Restaurantes"|2020-01-10|"transaccion"
88|1850.12|"Gasolineras"|2020-05-29|"transaccion"
22|1463.69|"Restaurantes"|2020-02-14|"transaccion"
59|2484.26|"Supermercados"|2020-04-01|"transaccion"
4|1061.18|"Supermercados"|2020-02-02|"transaccion"
70|2380.67|"Comercio General"|2020-04-22|"transaccion"
44|1884.2|"Restaurantes"|2020-02-08|"transaccion"
58|2471.77|"Supermercados"|2020-05-22|"transaccion"
94|1284.01|"Supermercados"|2020-06-26|"transaccion"
16|2313.67|"Farmacias"|2020-06-11|"transaccion"
46|1569.24|"Tiendas por Departamento"|2020-05-03|"transaccion"
16|1761.03|"Gasolineras"|2020-05-09|"transaccion"
41|1855.13|"Restaurantes"|2020-05-21|"transaccion"
54|1688.81|"Restaurantes"|2020-04-09|"transaccion"
6|1502.1|"Restaurantes"|2020-01-19|"transaccion"
73|1780.96|"Restaurantes"|2020-05-25|"transaccion"
58|1582.1|"Restaurantes"|2020-04-09|"transaccion"
21|1428.12|"Supermercados"|2020-06-06|"transaccion"
59|898.7|"Tiendas por Departamento"|2020-05-14|"transaccion"
33|2323.09|"Supermercados"|2020-02-09|"transaccion"
21|1216.41|"Gasolineras"|2020-02-09|"transaccion"
9|992.22|"Supermercados"|2020-04-22|"transaccion"
66|2165.26|"Supermercados"|2020-06-10|"transaccion"
28|1163.05|"Supermercados"|2020-03-19|"transaccion"
12|2365.01|"Supermercados"|2020-06-02|"transaccion"
13|1485.54|"Electronicos"|2020-05-19|"transaccion"
76|464.88|"Restaurantes"|2020-02-06|"transaccion"
85|2194.48|"Supermercados"|2020-05-29|"transaccion"
50|1340.96|"Supermercados"|2020-04-12|"transaccion"
31|1532.84|"Tiendas por Departamento"|2020-04-09|"transaccion"
65|1406.43|"Restaurantes"|2020-04-12|"transaccion"
26|1583.09|"Farmacias"|2020-03-25|"transaccion"
67|1026.9|"Tiendas por Departamento"|2020-03-05|"transaccion"
31|1302.35|"Supermercados"|2020-02-02|"transaccion"
12|1164.34|"Restaurantes"|2020-03-27|"transaccion"
37|2099.6|"Tiendas por Departamento"|2020-01-25|"transaccion"
29|2084.17|"Comercio General"|2020-03-12|"transaccion"
40|130.04|"Supermercados"|2020-03-14|"transaccion"
4|798.72|"Comercio General"|2020-05-16|"transaccion"
99|648.33|"Supermercados"|2020-06-20|"transaccion"
97|409.13|"Gasolineras"|2020-06-02|"transaccion"
82|1797.74|"Electronicos"|2020-02-12|"transaccion"
80|1909.64|"Restaurantes"|2020-03-26|"transaccion"
85|1896.89|"Gasolineras"|2020-03-25|"transaccion"
86|2150.28|"Ropa"|2020-01-24|"transaccion"
10|2064.84|"Comercio General"|2020-02-13|"transaccion"
78|426.09|"Farmacias"|2020-06-18|"transaccion"
77|2068.35|"Supermercados"|2020-05-15|"transaccion"
25|1629.52|"Gasolineras"|2020-04-01|"transaccion"
56|1275.68|"Gasolineras"|2020-03-14|"transaccion"
20|1490.91|"Restaurantes"|2020-05-09|"transaccion"
5|1100.91|"Ropa"|2020-01-25|"transaccion"
70|1232.92|"Abarroterias"|2020-04-11|"transaccion"
85|1317.16|"Supermercados"|2020-01-24|"transaccion"
84|1410.49|"Gasolineras"|2020-01-06|"transaccion"
23|489.87|"Gasolineras"|2020-02-12|"transaccion"
66|2418.89|"Gasolineras"|2020-04-03|"transaccion"
89|1559.92|"Supermercados"|2020-01-03|"transaccion"
60|2012.29|"Comercio General"|2020-06-27|"transaccion"
34|940.08|"Farmacias"|2020-02-17|"transaccion"
74|993.53|"Restaurantes"|2020-06-08|"transaccion"
59|960.91|"Restaurantes"|2020-04-16|"transaccion"
57|829.92|"Supermercados"|2020-06-11|"transaccion"
76|1274.45|"Restaurantes"|2020-01-11|"transaccion"
50|1624.24|"Restaurantes"|2020-02-03|"transaccion"
26|1212.08|"Supermercados"|2020-01-10|"transaccion"
78|1137.65|"Restaurantes"|2020-04-04|"transaccion"
81|79.39|"Comercio General"|2020-03-04|"transaccion"
7|1086.66|"Restaurantes"|2020-04-02|"transaccion"
78|1379.19|"Restaurantes"|2020-01-09|"transaccion"
67|1181.12|"Gasolineras"|2020-01-02|"transaccion"
47|1866.7|"Supermercados"|2020-03-25|"transaccion"
95|1782.39|"Restaurantes"|2020-01-03|"transaccion"
73|3177.72|"Restaurantes"|2020-03-20|"transaccion"
16|2160.92|"Supermercados"|2020-01-15|"transaccion"
55|1838.92|"Supermercados"|2020-06-15|"transaccion"
97|1554.14|"Abarroterias"|2020-05-27|"transaccion"
18|845.63|"Gasolineras"|2020-06-19|"transaccion"
27|1721.38|"Supermercados"|2020-03-04|"transaccion"
62|2854.05|"Supermercados"|2020-02-22|"transaccion"
100|1721.68|"Comercio General"|2020-04-03|"transaccion"
73|0|"Gasolineras"|2020-05-16|"reconciliacion"
91|1694.04|"Gasolineras"|2020-02-03|"transaccion"
76|1935.72|"Tiendas por Departamento"|2020-03-30|"transaccion"
47|1106.22|"Supermercados"|2020-05-29|"transaccion"
66|1694.36|"Restaurantes"|2020-06-14|"transaccion"
47|1733.85|"Ropa"|2020-06-08|"transaccion"
3|1792.17|"Ropa"|2020-01-16|"transaccion"
1|1708.04|"Restaurantes"|2020-06-05|"transaccion"
45|977.93|"Comercio General"|2020-01-08|"transaccion"
67|1408.95|"Gasolineras"|2020-03-05|"transaccion"
57|1874.36|"Tiendas por Departamento"|2020-05-15|"transaccion"
100|1429.52|"Gasolineras"|2020-05-06|"transaccion"
24|1341.11|"Ropa"|2020-02-09|"transaccion"
22|1072.99|"Gasolineras"|2020-03-17|"transaccion"
86|829.76|"Comercio General"|2020-02-14|"transaccion"
20|2600.02|"Gasolineras"|2020-02-21|"transaccion"
14|1066.97|"Supermercados"|2020-04-04|"transaccion"
51|1066.2|"Supermercados"|2020-05-03|"transaccion"
68|1906.25|"Restaurantes"|2020-05-20|"transaccion"
26|1318.77|"Restaurantes"|2020-04-10|"transaccion"
31|1685.78|"Restaurantes"|2020-06-10|"transaccion"
93|2040.07|"Abarroterias"|2020-04-28|"transaccion"
61|2291.2|"Abarroterias"|2020-05-22|"transaccion"
43|1414.77|"Restaurantes"|2020-04-15|"transaccion"
70|1385.97|"Supermercados"|2020-04-08|"transaccion"
55|2124.84|"Tiendas por Departamento"|2020-05-09|"transaccion"
73|1017.05|"Restaurantes"|2020-06-06|"transaccion"
65|1676.52|"Supermercados"|2020-03-10|"transaccion"
87|2213.18|"Electronicos"|2020-01-01|"transaccion"
96|799.56|"Restaurantes"|2020-05-04|"transaccion"
79|1373.86|"Restaurantes"|2020-06-03|"transaccion"
12|1547.46|"Gasolineras"|2020-01-30|"transaccion"
60|2051.56|"Restaurantes"|2020-05-18|"transaccion"
83|1587.68|"Supermercados"|2020-06-26|"transaccion"
26|1192.86|"Gasolineras"|2020-03-08|"transaccion"
29|2051.06|"Farmacias"|2020-06-20|"transaccion"
27|1808.79|"Supermercados"|2020-03-01|"transaccion"
75|1091.08|"Supermercados"|2020-01-18|"transaccion"
12|1028.52|"Gasolineras"|2020-03-05|"transaccion"
93|2431.91|"Comercio General"|2020-02-26|"transaccion"
81|1865.51|"Farmacias"|2020-02-09|"transaccion"
8|917.77|"Abarroterias"|2020-02-25|"transaccion"
96|1186.12|"Supermercados"|2020-04-23|"transaccion"
18|1195.93|"Ropa"|2020-06-07|"transaccion"
78|1607.65|"Supermercados"|2020-01-20|"transaccion"
45|1178.92|"Tiendas por Departamento"|2020-06-17|"transaccion"
88|1167.57|"Restaurantes"|2020-02-23|"transaccion"
3|1633.25|"Farmacias"|2020-06-29|"transaccion"
22|1424.18|"Supermercados"|2020-02-09|"transaccion"
38|1328.61|"Comercio General"|2020-04-21|"transaccion"
43|1006.73|"Gasolineras"|2020-05-14|"transaccion"
15|1120.73|"Electronicos"|2020-02-10|"transaccion"
8|728.32|"Comercio General"|2020-03-22|"transaccion"
20|1170.39|"Restaurantes"|2020-03-18|"transaccion"
45|922.91|"Restaurantes"|2020-04-29|"transaccion"
10|779.75|"Gasolineras"|2020-01-14|"transaccion"
7|1056.36|"Gasolineras"|2020-06-02|"transaccion"
39|2104.3|"Comercio General"|2020-02-07|"transaccion"
81|1776|"Supermercados"|2020-01-24|"transaccion"
100|1679.2|"Supermercados"|2020-04-03|"transaccion"
49|1678.31|"Restaurantes"|2020-01-31|"transaccion"
48|767.09|"Restaurantes"|2020-01-18|"transaccion"
4|1558|"Gasolineras"|2020-05-10|"transaccion"
51|1890.48|"Restaurantes"|2020-05-07|"transaccion"
7|1996.51|"Farmacias"|2020-05-11|"transaccion"
6|1118.55|"Restaurantes"|2020-01-13|"transaccion"
45|2191.56|"Comercio General"|2020-05-08|"transaccion"
68|2269.16|"Restaurantes"|2020-03-27|"transaccion"
71|723.99|"Supermercados"|2020-03-22|"transaccion"
98|1057.25|"Farmacias"|2020-02-24|"transaccion"
66|1396.54|"Comercio General"|2020-01-23|"transaccion"
22|1953.78|"Tiendas por Departamento"|2020-03-28|"transaccion"
100|1649.93|"Comercio General"|2020-01-03|"transaccion"
22|1815.97|"Abarroterias"|2020-01-01|"transaccion"
29|1189.77|"Restaurantes"|2020-03-15|"transaccion"
96|818.1|"Gasolineras"|2020-05-10|"transaccion"
46|1423.55|"Supermercados"|2020-05-02|"transaccion"
65|1849.5|"Supermercados"|2020-01-28|"transaccion"
72|1871.07|"Restaurantes"|2020-01-14|"transaccion"
3|2160.92|"Supermercados"|2020-03-12|"transaccion"
18|2374.56|"Restaurantes"|2020-03-18|"transaccion"
10|1887.49|"Comercio General"|2020-05-12|"transaccion"
39|937.15|"Supermercados"|2020-04-05|"transaccion"
37|1694.27|"Supermercados"|2020-04-12|"transaccion"
78|1827.19|"Supermercados"|2020-02-26|"transaccion"
35|2771.19|"Supermercados"|2020-05-16|"transaccion"
54|269.74|"Tiendas por Departamento"|2020-06-10|"transaccion"
16|750.29|"Farmacias"|2020-06-02|"transaccion"
32|1691.93|"Gasolineras"|2020-01-09|"transaccion"
11|1921.86|"Restaurantes"|2020-05-22|"transaccion"
15|2325.72|"Supermercados"|2020-06-06|"transaccion"
86|1402.06|"Supermercados"|2020-04-11|"transaccion"
19|2147.2|"Farmacias"|2020-01-03|"transaccion"
25|1085.01|"Electronicos"|2020-01-11|"transaccion"
94|1427.37|"Comercio General"|2020-03-20|"transaccion"
30|2540.87|"Supermercados"|2020-06-22|"transaccion"
50|1579.63|"Ropa"|2020-04-11|"transaccion"
42|1286.43|"Comercio General"|2020-01-06|"transaccion"
10|1135.72|"Abarroterias"|2020-05-26|"transaccion"
84|1234.22|"Supermercados"|2020-05-29|"transaccion"
47|778.72|"Restaurantes"|2020-05-09|"transaccion"
26|1646.51|"Supermercados"|2020-04-19|"transaccion"
86|1740.83|"Comercio General"|2020-04-17|"transaccion"
76|1580.97|"Restaurantes"|2020-01-05|"transaccion"
14|1676.5|"Supermercados"|2020-03-09|"transaccion"
4|1315.59|"Gasolineras"|2020-04-20|"transaccion"
59|2463.76|"Supermercados"|2020-06-09|"transaccion"
53|2081.77|"Restaurantes"|2020-03-13|"transaccion"
31|2868.22|"Restaurantes"|2020-02-20|"transaccion"
69|1820.84|"Restaurantes"|2020-01-26|"transaccion"
72|2017.39|"Farmacias"|2020-01-10|"transaccion"
79|1511.34|"Supermercados"|2020-06-04|"transaccion"
4|1417.02|"Farmacias"|2020-02-06|"transaccion"
29|1416.43|"Electronicos"|2020-06-02|"transaccion"
52|1186.44|"Gasolineras"|2020-02-15|"transaccion"
1|901.17|"Farmacias"|2020-01-08|"transaccion"
90|420.58|"Gasolineras"|2020-06-13|"transaccion"
29|1431.81|"Farmacias"|2020-04-14|"transaccion"
81|2161.54|"Farmacias"|2020-01-01|"transaccion"
31|282.3|"Supermercados"|2020-06-15|"transaccion"
65|1311.65|"Supermercados"|2020-03-28|"transaccion"
56|1041.18|"Restaurantes"|2020-02-16|"transaccion"
43|2625.08|"Restaurantes"|2020-01-24|"transaccion"
19|1289.56|"Supermercados"|2020-02-27|"transaccion"
96|1057.75|"Farmacias"|2020-02-19|"transaccion"
13|1474.87|"Gasolineras"|2020-02-09|"transaccion"
85|1454.54|"Gasolineras"|2020-04-24|"transaccion"
82|1421.92|"Restaurantes"|2020-05-03|"transaccion"
83|1322.13|"Supermercados"|2020-03-05|"transaccion"
61|1809.52|"Supermercados"|2020-06-12|"transaccion"
22|793.35|"Supermercados"|2020-01-15|"transaccion"
59|1328.85|"Gasolineras"|2020-05-08|"transaccion"
38|1753.95|"Supermercados"|2020-01-10|"transaccion"
17|904.12|"Supermercados"|2020-03-05|"transaccion"
43|1109.49|"Farmacias"|2020-02-21|"transaccion"
38|3293.14|"Supermercados"|2020-05-08|"transaccion"
93|2017.2|"Supermercados"|2020-06-20|"transaccion"
10|1757.43|"Supermercados"|2020-04-27|"transaccion"
17|2387.55|"Farmacias"|2020-06-22|"transaccion"
62|953.78|"Supermercados"|2020-06-04|"transaccion"
57|1250.7|"Gasolineras"|2020-01-12|"transaccion"
2|961.8|"Restaurantes"|2020-01-30|"transaccion"
57|2092.94|"Abarroterias"|2020-01-18|"transaccion"
47|709.02|"Gasolineras"|2020-01-03|"transaccion"
12|3167.82|"Restaurantes"|2020-01-24|"transaccion"
1|1847.93|"Restaurantes"|2020-03-31|"transaccion"
83|1684.54|"Restaurantes"|2020-01-12|"transaccion"
26|1414.11|"Ropa"|2020-01-31|"transaccion"
2|1122.03|"Electronicos"|2020-01-05|"transaccion"
5|1206.64|"Restaurantes"|2020-05-01|"transaccion"
91|1030.63|"Gasolineras"|2020-06-06|"transaccion"
93|1659|"Restaurantes"|2020-02-21|"transaccion"
100|951.26|"Restaurantes"|2020-05-01|"transaccion"
26|578.33|"Farmacias"|2020-02-04|"transaccion"
72|793.29|"Farmacias"|2020-03-22|"transaccion"
1|2272.19|"Supermercados"|2020-03-31|"transaccion"
7|1961.75|"Farmacias"|2020-04-16|"transaccion"
87|1011.66|"Farmacias"|2020-01-21|"transaccion"
19|1929.57|"Comercio General"|2020-03-13|"transaccion"
36|1258.83|"Restaurantes"|2020-03-24|"transaccion"
19|1835.72|"Restaurantes"|2020-04-25|"transaccion"
20|980.66|"Restaurantes"|2020-06-08|"transaccion"
29|1389.11|"Comercio General"|2020-04-14|"transaccion"
23|747.04|"Ropa"|2020-03-27|"transaccion"
39|1719.02|"Restaurantes"|2020-03-10|"transaccion"
11|1454.27|"Restaurantes"|2020-01-29|"transaccion"
15|1350.79|"Supermercados"|2020-06-29|"transaccion"
88|1605.19|"Restaurantes"|2020-06-09|"transaccion"
98|1206.51|"Gasolineras"|2020-05-01|"transaccion"
71|2085.15|"Abarroterias"|2020-05-18|"transaccion"
65|1970.52|"Restaurantes"|2020-04-23|"transaccion"
29|3426.19|"Supermercados"|2020-05-15|"transaccion"
85|1561.07|"Restaurantes"|2020-01-12|"transaccion"
56|1270.1|"Supermercados"|2020-05-27|"transaccion"
58|2425.7|"Supermercados"|2020-03-29|"transaccion"
21|2672.05|"Restaurantes"|2020-02-11|"transaccion"
65|1832.02|"Restaurantes"|2020-02-15|"transaccion"
78|1632.12|"Supermercados"|2020-01-21|"transaccion"
55|850.79|"Supermercados"|2020-06-09|"transaccion"
46|2027.05|"Farmacias"|2020-03-17|"transaccion"
30|0|"Supermercados"|2020-05-06|"reconciliacion"
31|556.57|"Farmacias"|2020-06-26|"transaccion"
91|1331.08|"Tiendas por Departamento"|2020-01-11|"transaccion"
5|1616.73|"Restaurantes"|2020-04-07|"transaccion"
18|1788.2|"Restaurantes"|2020-03-03|"transaccion"
73|647.6|"Supermercados"|2020-06-17|"transaccion"
27|92.22|"Farmacias"|2020-04-24|"transaccion"
50|1928.72|"Gasolineras"|2020-01-08|"transaccion"
78|534.03|"Supermercados"|2020-01-25|"transaccion"
45|2006.57|"Supermercados"|2020-03-27|"transaccion"
88|2633.96|"Gasolineras"|2020-04-12|"transaccion"
87|2175.5|"Farmacias"|2020-04-30|"transaccion"
42|881.64|"Ropa"|2020-05-07|"transaccion"
92|1838.79|"Gasolineras"|2020-01-10|"transaccion"
80|2171.29|"Tiendas por Departamento"|2020-06-19|"transaccion"
75|1521.89|"Comercio General"|2020-01-15|"transaccion"
4|2416.23|"Gasolineras"|2020-03-09|"transaccion"
88|865.75|"Gasolineras"|2020-03-14|"transaccion"
35|1322.64|"Restaurantes"|2020-04-08|"transaccion"
73|2045.98|"Tiendas por Departamento"|2020-02-27|"transaccion"
92|1450.01|"Supermercados"|2020-06-29|"transaccion"
90|1486.55|"Tiendas por Departamento"|2020-04-02|"transaccion"
45|1782.15|"Supermercados"|2020-06-30|"transaccion"
40|1496.33|"Restaurantes"|2020-02-28|"transaccion"
70|1047.4|"Restaurantes"|2020-04-14|"transaccion"
31|860.23|"Comercio General"|2020-02-07|"transaccion"
83|1409.3|"Electronicos"|2020-02-06|"transaccion"
33|1362.55|"Gasolineras"|2020-05-27|"transaccion"
100|470.91|"Restaurantes"|2020-02-27|"transaccion"
